 Appointment / Servicing Provider,Month,CPT Code,None,Billed Charge,Payer Charge,Self Charge,Payment,Payments %,Payer Payment,Patient Payment,Contractual Adjustment,Payer Withheld,Writeoff Adjustment,Refund,Patient Count,Claim Count,Units,Change in A/R,Collection %
"Beaman, Caitlin E",February_2024,1124F,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",February_2024,1125F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",February_2024,1126F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2024,1158F,None,0,0,0,0,,0,0,0,0,0,0,5,5,5,0,
"Beaman, Caitlin E",February_2024,1159F,None,0,0,0,0,,0,0,0,0,0,0,5,5,5,0,
"Beaman, Caitlin E",February_2024,1160F,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",February_2024,1170F,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",February_2024,17110,None,226,226,0,95.3,0.42168142,0,95.3,0,0,0,0,1,1,1,130.7,0.42168142
"Beaman, Caitlin E",February_2024,3017F,None,0,0,0,0,,0,0,0,0,0,0,59,63,63,0,
"Beaman, Caitlin E",February_2024,3044F,None,0,0,0,0,,0,0,0,0,0,0,28,30,30,0,
"Beaman, Caitlin E",February_2024,3046F,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",February_2024,3051F,None,0,0,0,0,,0,0,0,0,0,0,6,6,6,0,
"Beaman, Caitlin E",February_2024,3052F,None,0,0,0,0,,0,0,0,0,0,0,6,6,6,0,
"Beaman, Caitlin E",February_2024,81003,None,168,168,0,16.65,0.09910714,15.26,1.39,112.67,0,0,0,14,14,14,38.68,0.7697619
"Beaman, Caitlin E",February_2024,87426,None,1725,1725,0,579.77,0.33609855,493.89,85.88,1080.25,0,21.2,0,22,23,23,43.78,0.97462029
"Beaman, Caitlin E",February_2024,87804,None,1120,1120,0,552.12,0.49296429,486.45,65.67,438.23,0,19.86,0,27,28,56,109.79,0.90197321
"Beaman, Caitlin E",February_2024,87811,None,300,300,0,52.4,0.17466667,27.58,24.82,214.08,0,0,0,4,4,4,33.52,0.88826667
"Beaman, Caitlin E",February_2024,87880,None,384,384,0,171.7,0.44713542,170.22,1.48,310.54,0,0,0,12,12,12,-98.24,1.25583333
"Beaman, Caitlin E",February_2024,90471,None,84,84,0,43.61,0.51916667,43.61,0,82.39,0,0,0,2,2,2,-42,1.5
"Beaman, Caitlin E",February_2024,90662,None,0,0,0,145.33,,145.33,0,4.67,0,0,0,0,0,0,-150,
"Beaman, Caitlin E",February_2024,90670,None,460,460,0,252.84,0.54965217,252.84,0,207.16,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2024,90686,None,0,0,0,44.45,,44.45,0,15.55,0,0,0,0,0,0,-60,
"Beaman, Caitlin E",February_2024,90715,None,65,65,0,49,0.75384615,49,0,16,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2024,90732,None,160,160,0,0,0,0,0,0,0,0,0,1,1,1,160,0
"Beaman, Caitlin E",February_2024,92551,None,40,40,0,8.75,0.21875,8.75,0,31.25,0,0,0,2,2,2,0,1
"Beaman, Caitlin E",February_2024,92552,None,64,64,0,0,0,0,0,0,0,0,0,1,1,1,64,0
"Beaman, Caitlin E",February_2024,93000,None,35,35,0,18.47,0.52771429,18.47,0,60.11,0,14.43,0,1,1,1,-58.01,2.65742857
"Beaman, Caitlin E",February_2024,96127,None,3952,3887,65,1109.41,0.28072115,961.8,147.61,2119.27,0,30.73,0,284,304,304,692.59,0.82474949
"Beaman, Caitlin E",February_2024,96160,None,400,400,0,300,0.75,300,0,100,0,0,0,2,2,2,0,1
"Beaman, Caitlin E",February_2024,96372,None,42,42,0,0,0,0,0,28.64,0,0,0,1,1,1,13.36,0.68190476
"Beaman, Caitlin E",February_2024,99072,None,105,105,0,0,0,0,0,60,0,0,0,7,7,7,45,0.57142857
"Beaman, Caitlin E",February_2024,99173,None,40,40,0,2.12,0.053,2.12,0,17.88,0,0,0,2,2,2,20,0.5
"Beaman, Caitlin E",February_2024,99204,None,330,330,0,0,0,0,0,192.74,0,0,0,1,1,1,137.26,0.58406061
"Beaman, Caitlin E",February_2024,99211,None,0,0,0,10.66,,10.66,0,23.34,0,0,0,0,0,0,-34,
"Beaman, Caitlin E",February_2024,99213,None,1323,1323,0,1825,1.37944067,1264.36,560.64,1413.16,0,0,0,8,9,9,-1915.16,2.44758881
"Beaman, Caitlin E",February_2024,99214,None,77750,76500,1250,28778.64,0.37014328,18781.02,9997.62,36056.04,0,340,0,292,311,311,12575.32,0.83825955
"Beaman, Caitlin E",February_2024,99215,None,584,584,0,425.7,0.72893836,420.7,5,420.61,0,0,0,2,2,2,-262.31,1.44916096
"Beaman, Caitlin E",February_2024,99386,None,272,272,0,40,0.14705882,0,40,0,0,0,0,1,1,1,232,0.14705882
"Beaman, Caitlin E",February_2024,99393,None,166,166,0,0,0,0,0,0,0,0,0,1,1,1,166,0
"Beaman, Caitlin E",February_2024,99394,None,186,186,0,0,0,0,0,0,0,0,0,1,1,1,186,0
"Beaman, Caitlin E",February_2024,99395,None,4120,4120,0,1617.67,0.39263835,1583.38,34.29,1506.62,0,0,0,20,20,20,995.71,0.75832282
"Beaman, Caitlin E",February_2024,99396,None,4068,4068,0,1602.77,0.39399459,1497.77,105,1666.23,0,0,0,18,18,18,799,0.80358899
"Beaman, Caitlin E",February_2024,99397,None,0,0,0,132.62,,132.62,0,123.38,0,0,0,0,0,0,-256,
"Beaman, Caitlin E",February_2024,99406,None,60,60,0,0,0,0,0,0,0,0,0,2,2,2,60,0
"Beaman, Caitlin E",February_2024,99439,None,160,160,0,76.17,0.4760625,71.17,5,80.94,0,0,0,2,2,2,2.89,0.9819375
"Beaman, Caitlin E",February_2024,99453,None,0,0,0,3.23,,3.23,0,0,0,0,0,0,0,0,-3.23,
"Beaman, Caitlin E",February_2024,99454,None,65,65,0,39.55,0.60846154,39.55,0,26.11,0,0,0,1,1,1,-0.66,1.01015385
"Beaman, Caitlin E",February_2024,99457,None,55,55,0,40.53,0.73690909,40.53,0,14.62,0,0,0,1,1,1,-0.15,1.00272727
"Beaman, Caitlin E",February_2024,99490,None,5270,5270,0,2788.2,0.52907021,2681.88,106.32,1965.7,0,0,0,62,62,62,516.1,0.90206831
"Beaman, Caitlin E",February_2024,99496,None,0,0,0,228.12,,228.12,0,238.88,0,0,0,0,0,0,-467,
"Beaman, Caitlin E",February_2024,COLF,None,48.52,48.52,0,0,0,0,0,0,0,0,0,1,1,1,48.52,0
"Beaman, Caitlin E",February_2024,G0008,None,0,0,0,55.58,,55.58,0,28.42,0,0,0,0,0,0,-84,
"Beaman, Caitlin E",February_2024,G0009,None,55,55,0,26.7,0.48545455,26.7,0,28.3,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2024,G0438,None,346,346,0,158.79,0.45893064,158.79,0,187.21,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2024,G0439,None,1416,1416,0,617.08,0.43579096,617.08,0,562.92,0,0,0,6,6,6,236,0.83333333
"Beaman, Caitlin E",February_2024,G0444,None,185,185,0,51.06,0.276,51.06,0,96.94,0,0,0,5,5,5,37,0.8
"Beaman, Caitlin E",February_2024,G2181,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2024,G2211,None,990,990,0,170.81,0.17253535,157.35,13.46,302.95,0,0,0,32,33,33,516.24,0.47854545
"Beaman, Caitlin E",February_2024,G8399,None,0,0,0,0,,0,0,0,0,0,0,28,30,30,0,
"Beaman, Caitlin E",February_2024,G8400,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",February_2024,G8417,None,0,0,0,0,,0,0,0,0,0,0,232,245,245,0,
"Beaman, Caitlin E",February_2024,G8418,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",February_2024,G8420,None,0,0,0,0,,0,0,0,0,0,0,51,55,55,0,
"Beaman, Caitlin E",February_2024,G8427,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2024,G8431,None,0,0,0,0,,0,0,0,0,0,0,23,24,24,0,
"Beaman, Caitlin E",February_2024,G8433,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2024,G8482,None,0,0,0,0,,0,0,0,0,0,0,170,181,181,0,
"Beaman, Caitlin E",February_2024,G8483,None,0,0,0,0,,0,0,0,0,0,0,166,179,179,0,
"Beaman, Caitlin E",February_2024,G8484,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",February_2024,G8510,None,0,0,0,0,,0,0,0,0,0,0,318,338,338,0,
"Beaman, Caitlin E",February_2024,G8511,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2024,G8734,None,0,0,0,0,,0,0,0,0,0,0,5,5,5,0,
"Beaman, Caitlin E",February_2024,G8752,None,0,0,0,0,,0,0,0,0,0,0,83,87,87,0,
"Beaman, Caitlin E",February_2024,G8753,None,0,0,0,0,,0,0,0,0,0,0,20,21,21,0,
"Beaman, Caitlin E",February_2024,G8754,None,0,0,0,0,,0,0,0,0,0,0,99,105,105,0,
"Beaman, Caitlin E",February_2024,G8755,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",February_2024,G8783,None,0,0,0,0,,0,0,0,0,0,0,264,279,279,0,
"Beaman, Caitlin E",February_2024,G8950,None,0,0,0,0,,0,0,0,0,0,0,21,22,22,0,
"Beaman, Caitlin E",February_2024,G9717,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2024,G9899,None,0,0,0,0,,0,0,0,0,0,0,40,41,41,0,
"Beaman, Caitlin E",February_2024,G9902,None,0,0,0,0,,0,0,0,0,0,0,20,24,24,0,
"Beaman, Caitlin E",February_2024,G9903,None,0,0,0,0,,0,0,0,0,0,0,320,339,339,0,
"Beaman, Caitlin E",February_2024,G9905,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",February_2024,G9990,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2024,G9991,None,0,0,0,0,,0,0,0,0,0,0,11,11,11,0,
"Beaman, Caitlin E",February_2024,INTBL,None,0.62,0.62,0,0.01,0.01612903,0.01,0,0,0,0,0,1,1,1,0.61,0.01612903
"Beaman, Caitlin E",February_2024,INTC,None,4.8,4.8,0,0,0,0,0,0,0,0,0,1,1,1,4.8,0
"Beaman, Caitlin E",February_2024,INTOP,None,0,0,0,0.18,,0.18,0,0,0,0,0,0,0,0,-0.18,
"Beaman, Caitlin E",February_2024,Nshow,None,50,50,0,25,0.5,0,25,0,0,0,0,1,1,1,25,0.5
"Beaman, Caitlin E",March_2024,1036F,None,0,0,0,0,,0,0,0,0,0,0,302,321,321,0,
"Beaman, Caitlin E",March_2024,1123F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",March_2024,1124F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",March_2024,1125F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",March_2024,1126F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",March_2024,1158F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",March_2024,1159F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",March_2024,1160F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",March_2024,1170F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",March_2024,17110,None,452,452,0,265.18,0.58668142,265.18,0,257.12,0,0,0,2,2,2,-70.3,1.15553097
"Beaman, Caitlin E",March_2024,20610,None,244,244,0,62.01,0.25413934,62.01,0,59.99,0,0,0,2,2,2,122,0.5
"Beaman, Caitlin E",March_2024,3017F,None,0,0,0,0,,0,0,0,0,0,0,59,64,64,0,
"Beaman, Caitlin E",March_2024,3044F,None,0,0,0,0,,0,0,0,0,0,0,25,25,25,0,
"Beaman, Caitlin E",March_2024,3046F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",March_2024,3051F,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",March_2024,3052F,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",March_2024,69209,None,29,29,0,0,0,0,0,29,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",March_2024,81003,None,72,72,0,17.27,0.23986111,17.27,0,153.99,0,0,0,6,6,6,-99.26,2.37861111
"Beaman, Caitlin E",March_2024,81025,None,40,40,0,7.3,0.1825,7.3,0,12.7,0,0,0,2,2,2,20,0.5
"Beaman, Caitlin E",March_2024,87426,None,1725,1725,0,632.18,0.36648116,589.66,42.52,1272.61,0,21.2,0,23,23,23,-200.99,1.11651594
"Beaman, Caitlin E",March_2024,87804,None,1040,1040,0,664.06,0.63851923,621.38,42.68,502.52,0,39.72,0,26,26,52,-166.3,1.15990385
"Beaman, Caitlin E",March_2024,87811,None,225,225,0,100.77,0.44786667,99.89,0.88,171.56,0,24.83,0,3,3,3,-72.16,1.32071111
"Beaman, Caitlin E",March_2024,87880,None,608,608,0,126.16,0.2075,116.24,9.92,301.71,0,0,0,19,19,19,180.13,0.70373355
"Beaman, Caitlin E",March_2024,90471,None,42,42,0,50.45,1.20119048,50.45,0,75.55,0,0,0,1,1,1,-84,3
"Beaman, Caitlin E",March_2024,90670,None,460,460,0,0,0,0,0,0,0,0,0,1,1,1,460,0
"Beaman, Caitlin E",March_2024,90686,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",March_2024,90715,None,65,65,0,51.61,0.794,51.61,0,78.39,0,0,0,1,1,1,-65,2
"Beaman, Caitlin E",March_2024,90732,None,0,0,0,131.13,,131.13,0,28.87,0,0,0,0,0,0,-160,
"Beaman, Caitlin E",March_2024,92551,None,20,20,0,11.02,0.551,11.02,0,17.96,0,0,0,1,1,1,-8.98,1.449
"Beaman, Caitlin E",March_2024,92552,None,0,0,0,30.29,,30.29,0,33.71,0,0,0,0,0,0,-64,
"Beaman, Caitlin E",March_2024,93000,None,70,70,0,48.72,0.696,25.12,23.6,64.59,0,0,0,2,2,2,-43.31,1.61871429
"Beaman, Caitlin E",March_2024,94010,None,73,73,0,0,0,0,0,0,0,0,0,1,1,1,73,0
