NAME,STATUS,HIRE DATE,TERMINATION DATE,JOB TITLE,PAY DATE,GROSS PAY,TOTAL EARNINGS
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,06/13/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,06/27/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,07/11/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,07/25/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,08/08/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,08/22/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,09/05/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,09/19/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,10/03/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,10/17/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,10/31/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,11/14/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,11/28/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,12/12/2025,"11,538.46","11,538.46"
"Patel, Sarah",A-Active,01/01/2025,,002-Cardiologist,12/26/2025,"11,538.46","11,538.46"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,01/10/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,01/24/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,02/07/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,02/21/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,03/07/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,03/21/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,04/04/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,04/18/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,05/02/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,05/16/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,05/30/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,06/13/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,06/27/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,07/11/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,07/25/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,08/08/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,08/22/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,09/05/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,09/19/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,10/03/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,10/17/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,10/31/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,11/14/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,11/28/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,12/12/2025,"11,923.08","11,923.08"
"Wilson, James",A-Active,01/01/2025,,003-Cardiologist,12/26/2025,"11,923.08","11,923.08"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,01/10/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,01/24/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,02/07/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,02/21/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,03/07/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,03/21/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,04/04/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,04/18/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,05/02/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,05/16/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,05/30/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,06/13/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,06/27/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,07/11/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,07/25/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,08/08/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,08/22/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,09/05/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,09/19/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,10/03/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,10/17/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,10/31/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,11/14/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,11/28/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,12/12/2025,"9,615.38","9,615.38"
"Rodriguez, Emily",A-Active,01/01/2025,,004-Family Medicine,12/26/2025,"9,615.38","9,615.38"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,01/10/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,01/24/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,02/07/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,02/21/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,03/07/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,03/21/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,04/04/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,04/18/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,05/02/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,05/16/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,05/30/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,06/13/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,06/27/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,07/11/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,07/25/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,08/08/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,08/22/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,09/05/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,09/19/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,10/03/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,10/17/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,10/31/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,11/14/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,11/28/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,12/12/2025,"10,576.92","10,576.92"
"Kim, David",A-Active,01/01/2025,,005-Internal Medicine,12/26/2025,"10,576.92","10,576.92"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,01/10/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,01/24/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,02/07/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,02/21/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,03/07/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,03/21/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,04/04/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,04/18/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,05/02/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,05/16/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,05/30/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,06/13/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,06/27/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,07/11/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,07/25/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,08/08/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,08/22/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,09/05/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,09/19/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,10/03/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,10/17/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,10/31/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,11/14/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,11/28/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,12/12/2025,"10,192.31","10,192.31"
"Thompson, Rebecca",A-Active,01/01/2025,,006-Pediatrics,12/26/2025,"10,192.31","10,192.31"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,01/10/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,01/24/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,02/07/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,02/21/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,03/07/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,03/21/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,04/04/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,04/18/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,05/02/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,05/16/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,05/30/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,06/13/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,06/27/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,07/11/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,07/25/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,08/08/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,08/22/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,09/05/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,09/19/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,10/03/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,10/17/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,10/31/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,11/14/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,11/28/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,12/12/2025,"11,538.46","11,538.46"
"Martinez, Carlos",A-Active,01/01/2025,,007-Orthopedics,12/26/2025,"11,538.46","11,538.46"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,01/10/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,01/24/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,02/07/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,02/21/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,03/07/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,03/21/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,04/04/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,04/18/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,05/02/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,05/16/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,05/30/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,06/13/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,06/27/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,07/11/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,07/25/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,08/08/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,08/22/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,09/05/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,09/19/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,10/03/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,10/17/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,10/31/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,11/14/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,11/28/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,12/12/2025,"10,961.54","10,961.54"
"Lee, Sarah",A-Active,01/01/2025,,008-Dermatology,12/26/2025,"10,961.54","10,961.54"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,01/10/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,01/24/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,02/07/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,02/21/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,03/07/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,03/21/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,04/04/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,04/18/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,05/02/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,05/16/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,05/30/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,06/13/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,06/27/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,07/11/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,07/25/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,08/08/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,08/22/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,09/05/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,09/19/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,10/03/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,10/17/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,10/31/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,11/14/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,11/28/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,12/12/2025,"12,115.38","12,115.38"
"Patel, Raj",A-Active,01/01/2025,,009-Neurology,12/26/2025,"12,115.38","12,115.38"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,01/10/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,01/24/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,02/07/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,02/21/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,03/07/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,03/21/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,04/04/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,04/18/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,05/02/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,05/16/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,05/30/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,06/13/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,06/27/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,07/11/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,07/25/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,08/08/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,08/22/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,09/05/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,09/19/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,10/03/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,10/17/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,10/31/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,11/14/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,11/28/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,12/12/2025,"10,384.62","10,384.62"
"Anderson, Jennifer",A-Active,01/01/2025,,010-Psychiatry,12/26/2025,"10,384.62","10,384.62"
"Chen, Michael",A-Active,01/01/2025,,001-Cardiologist,02/07/2025,"12,500.00","12,500.00"
"Chen, Michael",A-Active,01/01/2025,,001-Cardiologist,02/21/2025,"12,500.00","12,500.00"
