Appointment / Servicing Provider,Month,CPT Code,None,Billed Charge,Payer Charge,Self Charge,Payment,Payments %,Payer Payment,Patient Payment,Contractual Adjustment,Payer Withheld,Writeoff Adjustment,Refund,Patient Count,Claim Count,Units,Change in A/R,Collection %
"Ables, Sydney K",September_2025,G9744,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Ables, Sydney K",September_2025,G9902,None,0,0,0,0,,0,0,0,0,0,0,15,15,15,0,
"Ables, Sydney K",September_2025,G9903,None,0,0,0,0,,0,0,0,0,0,0,138,139,139,0,
"Ables, Sydney K",September_2025,G9906,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Ables, Sydney K",September_2025,G9908,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Ables, Sydney K",September_2025,LATE,None,200,200,0,35,0.175,0,35,0,0,0,0,4,4,4,165,0.175
"Ables, Sydney K",September_2025,Nshow,None,100,100,0,50,0.5,0,50,0,0,0,0,2,2,2,50,0.5
"Ables, Sydney K",October_2025,1036F,None,0,0,0,0,,0,0,0,0,0,0,117,118,118,0,
"Ables, Sydney K",October_2025,3077F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Ables, Sydney K",October_2025,3079F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Ables, Sydney K",October_2025,90471,None,42,42,0,0,0,0,0,0,0,0,0,1,1,1,42,0
"Ables, Sydney K",October_2025,90656,None,350,350,0,0,0,0,0,0,0,0,0,1,1,1,350,0
"Ables, Sydney K",October_2025,96127,None,715,715,0,253,0.35384615,247.5,5.5,430.5,0,0,0,54,55,55,31.5,0.95594406
"Ables, Sydney K",October_2025,99204,None,"4,290","4,290",0,"2,066.84",0.48178089,"1,663.74",403.1,"1,668.85",0,0,0,13,13,13,554.31,0.87079021
"Ables, Sydney K",October_2025,99205,None,416,416,0,627.71,1.50891827,627.71,0,554.45,0,0,0,1,1,1,-766.16,2.84173077
"Ables, Sydney K",October_2025,99213,None,"1,911","1,911",0,995.37,0.52086342,825.37,170,687.9,0,0,0,13,13,13,227.73,0.88083203
"Ables, Sydney K",October_2025,99214,None,"25,250","25,250",0,"11,284.47",0.4469097,"9,298.14","1,986.33","12,203.26",0,0,0,100,101,101,"1,762.27",0.93020713
"Ables, Sydney K",October_2025,99215,None,"1,168","1,168",0,295.75,0.25321062,240.75,55,84.1,0,0,0,4,4,4,788.15,0.32521404
"Ables, Sydney K",October_2025,99406,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Ables, Sydney K",October_2025,99439,None,0,0,0,215.21,,215.21,0,184.79,0,0,0,0,0,0,-400,
"Ables, Sydney K",October_2025,99454,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Ables, Sydney K",October_2025,99457,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Ables, Sydney K",October_2025,99490,None,0,0,0,495.14,,495.14,0,287.75,0,0,0,0,0,0,-782.89,
"Ables, Sydney K",October_2025,FORM,None,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,
"Ables, Sydney K",October_2025,G0030,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Ables, Sydney K",October_2025,G2211,None,150,150,0,101.39,0.67593333,101.39,0,93.16,0,0,0,5,5,5,-44.55,1.297
"Ables, Sydney K",October_2025,G8417,None,0,0,0,0,,0,0,0,0,0,0,61,62,62,0,
"Ables, Sydney K",October_2025,G8431,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Ables, Sydney K",October_2025,G8510,None,0,0,0,0,,0,0,0,0,0,0,112,113,113,0,
"Ables, Sydney K",October_2025,G8783,None,0,0,0,0,,0,0,0,0,0,0,93,94,94,0,
"Ables, Sydney K",October_2025,G8950,None,0,0,0,0,,0,0,0,0,0,0,9,9,9,0,
"Ables, Sydney K",October_2025,G9744,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Ables, Sydney K",October_2025,G9902,None,0,0,0,0,,0,0,0,0,0,0,16,16,16,0,
"Ables, Sydney K",October_2025,G9903,None,0,0,0,0,,0,0,0,0,0,0,113,114,114,0,
"Ables, Sydney K",October_2025,G9906,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Ables, Sydney K",October_2025,G9908,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Ables, Sydney K",October_2025,LATE,None,50,50,0,65,1.3,0,65,0,0,0,0,1,1,1,-15,1.3
"Ables, Sydney K",October_2025,Nshow,None,350,300,50,50,0.14285714,0,50,0,0,0,0,7,7,7,300,0.14285714
"Beaman, Caitlin E",January_2025,1036F,None,0.02,0.02,0,0,0,0,0,0,0,0,0,321,337,337,0.02,0
"Beaman, Caitlin E",January_2025,1123F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2025,1158F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2025,1160F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2025,1170F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2025,3017F,None,0,0,0,0,,0,0,0,0,0,0,79,82,82,0,
"Beaman, Caitlin E",January_2025,3044F,None,0,0,0,0,,0,0,0,0,0,0,15,15,15,0,
"Beaman, Caitlin E",January_2025,3051F,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",January_2025,3052F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2025,3074F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2025,3077F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2025,3078F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2025,3079F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2025,69209,None,0,0,0,20.04,,20.04,0,8.96,0,0,0,0,0,0,-29,
"Beaman, Caitlin E",January_2025,69210,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2025,81003,None,120,120,0,12.45,0.10375,12.45,0,112.93,0,0,0,10,10,10,-5.38,1.04483333
"Beaman, Caitlin E",January_2025,81025,None,0,0,0,7.3,,7.3,0,12.7,0,0,0,0,0,0,-20,
"Beaman, Caitlin E",January_2025,87426,None,"1,350","1,350",0,304.19,0.22532593,235.7,68.49,708.84,0,0,0,18,18,18,336.97,0.75039259
"Beaman, Caitlin E",January_2025,87804,None,760,760,0,287.73,0.37859211,223.71,64.02,270.92,0,0,0,19,19,38,201.35,0.73506579
"Beaman, Caitlin E",January_2025,87811,None,75,75,0,0,0,0,0,50.17,0,0,0,1,1,1,24.83,0.66893333
"Beaman, Caitlin E",January_2025,87880,None,224,224,0,50.66,0.22616071,36.04,14.62,82.04,0,0,0,7,7,7,91.3,0.59241071
"Beaman, Caitlin E",January_2025,90471,None,84,84,0,0,0,0,0,0,0,0,0,2,2,2,84,0
"Beaman, Caitlin E",January_2025,90656,None,350,350,0,0,0,0,0,0,0,0,0,1,1,1,350,0
"Beaman, Caitlin E",January_2025,90750,None,300,300,0,0,0,0,0,0,0,0,0,1,1,1,300,0
"Beaman, Caitlin E",January_2025,92250,None,116,116,0,0,0,0,0,0,0,0,0,1,1,1,116,0
"Beaman, Caitlin E",January_2025,92551,None,60,60,0,0,0,0,0,0,0,0,0,3,3,3,60,0
"Beaman, Caitlin E",January_2025,93000,None,105,105,0,20.38,0.19409524,15.11,5.27,19.89,0,0,0,3,3,3,64.73,0.38352381
"Beaman, Caitlin E",January_2025,94010,None,0,0,0,33.41,,33.41,0,89.8,0,0,0,0,0,0,-123.21,
"Beaman, Caitlin E",January_2025,96127,None,"3,237","3,211",26,974.3,0.30098857,877.92,96.38,"1,813.85",0,13,0,244,250,249,435.85,0.86535372
"Beaman, Caitlin E",January_2025,96372,None,0,0,0,11.74,,11.74,0,30.26,0,0,0,0,0,0,-42,
"Beaman, Caitlin E",January_2025,97750,None,154,154,0,0,0,0,0,0,0,0,0,1,1,2,154,0
"Beaman, Caitlin E",January_2025,99173,None,60,60,0,0,0,0,0,0,0,0,0,3,3,3,60,0
"Beaman, Caitlin E",January_2025,99203,None,217,217,0,0,0,0,0,0,0,0,0,1,1,1,217,0
"Beaman, Caitlin E",January_2025,99204,None,"1,320","1,320",0,487.29,0.36915909,369.97,117.32,600.06,0,0,0,4,4,4,232.65,0.82375
"Beaman, Caitlin E",January_2025,99211,None,0,0,0,21.19,,21.19,0,0,0,0,0,0,0,0,-21.19,
"Beaman, Caitlin E",January_2025,99213,None,"1,617","1,470",147,861.09,0.53252319,451.82,409.27,917.64,0,84,0,11,11,11,-245.73,1.1519666
"Beaman, Caitlin E",January_2025,99214,None,"69,000","68,750",250,"26,891.3",0.38972899,"19,042.54","7,848.76","35,445.39",0,403,0,261,276,276,"6,260.31",0.90927087
"Beaman, Caitlin E",January_2025,99215,None,584,584,0,262.06,0.44873288,146.72,115.34,115.28,0,0,0,2,2,2,206.66,0.64613014
"Beaman, Caitlin E",January_2025,99385,None,723,723,0,233.2,0.32254495,228.2,5,253.8,0,0,0,3,3,3,236,0.6735823
"Beaman, Caitlin E",January_2025,99387,None,0,0,0,125.73,,125.73,0,176.27,0,0,0,0,0,0,-302,
"Beaman, Caitlin E",January_2025,99394,None,744,744,0,197.24,0.26510753,112.24,85,73.76,0,0,0,4,4,4,473,0.36424731
"Beaman, Caitlin E",January_2025,99395,None,"2,678","2,678",0,"1,467.83",0.5481068,"1,411.35",56.48,"1,266.65",0,0,0,13,13,13,-56.48,1.02109037
"Beaman, Caitlin E",January_2025,99396,None,"6,554","6,554",0,"2,364.95",0.36084071,"2,219.59",145.36,"2,511.41",0,0,0,29,29,29,"1,677.64",0.74402807
"Beaman, Caitlin E",January_2025,99397,None,256,256,0,119.36,0.46625,119.36,0,136.64,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",January_2025,99406,None,30,30,0,0,0,0,0,0,0,0,0,1,1,1,30,0
"Beaman, Caitlin E",January_2025,99439,None,"1,360","1,360",0,480.83,0.35355147,480.83,0,482.2,0,0,0,14,14,17,396.97,0.70811029
"Beaman, Caitlin E",January_2025,99454,None,130,130,0,85.04,0.65415385,85.04,0,44.96,0,0,0,2,2,2,0,1
"Beaman, Caitlin E",January_2025,99457,None,110,110,0,88.3,0.80272727,88.3,0,21.7,0,0,0,2,2,2,0,1
"Beaman, Caitlin E",January_2025,99490,None,"5,100","5,100",0,"3,090.94",0.60606667,"3,069.98",20.96,"1,910.44",0,0,0,60,60,60,98.62,0.98066275
"Beaman, Caitlin E",January_2025,99496,None,934,934,0,0,0,0,0,0,0,0,0,2,2,2,934,0
"Beaman, Caitlin E",January_2025,G0136,None,40,40,0,0,0,0,0,0,0,0,0,1,1,1,40,0
"Beaman, Caitlin E",January_2025,G0439,None,236,236,0,0,0,0,0,0,0,0,0,1,1,1,236,0
"Beaman, Caitlin E",January_2025,G0444,None,37,37,0,0,0,0,0,0,0,0,0,1,1,1,37,0
"Beaman, Caitlin E",January_2025,G2211,None,"1,470","1,470",0,440.25,0.2994898,416.27,23.98,719.78,0,0,0,47,49,49,309.97,0.78913605
"Beaman, Caitlin E",January_2025,G8399,None,0,0,0,0,,0,0,0,0,0,0,15,16,16,0,
"Beaman, Caitlin E",January_2025,G8417,None,0.01,0.01,0,0,0,0,0,0,0,0,0,223,235,241,0.01,0
"Beaman, Caitlin E",January_2025,G8418,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",January_2025,G8420,None,0,0,0,0,,0,0,0,0,0,0,47,47,47,0,
"Beaman, Caitlin E",January_2025,G8427,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2025,G8431,None,0,0,0,0,,0,0,0,0,0,0,12,13,13,0,
"Beaman, Caitlin E",January_2025,G8432,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2025,G8482,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2025,G8483,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2025,G8484,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2025,G8510,None,0.02,0.02,0,0,0,0,0,0,0,0,0,304,317,317,0.02,0
"Beaman, Caitlin E",January_2025,G8511,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2025,G8752,None,0,0,0,0,,0,0,0,0,0,0,82,85,85,0,
"Beaman, Caitlin E",January_2025,G8753,None,0,0,0,0,,0,0,0,0,0,0,16,16,16,0,
"Beaman, Caitlin E",January_2025,G8754,None,0,0,0,0,,0,0,0,0,0,0,90,94,94,0,
"Beaman, Caitlin E",January_2025,G8755,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",January_2025,G8783,None,0.01,0.01,0,0,0,0,0,0,0,0,0,250,261,261,0.01,0
"Beaman, Caitlin E",January_2025,G8950,None,0,0,0,0,,0,0,0,0,0,0,18,18,18,0,
"Beaman, Caitlin E",January_2025,G9899,None,0,0,0,0,,0,0,0,0,0,0,69,74,74,0,
"Beaman, Caitlin E",January_2025,G9902,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",January_2025,G9903,None,0.02,0.02,0,0,0,0,0,0,0,0,0,320,336,336,0.02,0
"Beaman, Caitlin E",January_2025,INTBL,None,0.02,0.02,0,0,0,0,0,0,0,0,0,1,1,1,0.02,0
"Beaman, Caitlin E",January_2025,INTC,None,0,0,0,6.53,,6.53,0,0,0,0,0,0,0,0,-6.53,
"Beaman, Caitlin E",January_2025,LATE,None,200,200,0,100,0.5,0,100,0,0,0,0,5,5,5,100,0.5
"Beaman, Caitlin E",January_2025,M1211,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",January_2025,NOC,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2025,Nshow,None,250,250,0,400,1.6,0,400,0,0,0,0,6,6,6,-150,1.6
"Beaman, Caitlin E",January_2025,SFORM,None,40,40,0,40,1,0,40,0,0,0,0,2,2,2,0,1
"Beaman, Caitlin E",February_2025,1036F,None,0.04,0.04,0,0,0,0,0,0,0,0,0,313,338,338,0.04,0
"Beaman, Caitlin E",February_2025,11200,None,200,200,0,0,0,0,0,122.88,0,0,0,1,1,1,77.12,0.6144
"Beaman, Caitlin E",February_2025,1123F,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",February_2025,1158F,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",February_2025,1160F,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",February_2025,1170F,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",February_2025,17000,None,134,134,0,0,0,0,0,78.38,0,0,0,1,1,1,55.62,0.58492537
"Beaman, Caitlin E",February_2025,3017F,None,0,0,0,0,,0,0,0,0,0,0,81,88,88,0,
"Beaman, Caitlin E",February_2025,3044F,None,0,0,0,0,,0,0,0,0,0,0,26,29,29,0,
"Beaman, Caitlin E",February_2025,3051F,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",February_2025,3052F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",February_2025,3074F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2025,3077F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2025,3078F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2025,3079F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2025,69209,None,29,29,0,0,0,0,0,0,0,0,0,1,1,1,29,0
"Beaman, Caitlin E",February_2025,69210,None,98,98,0,0,0,0,0,0,0,0,0,1,1,1,98,0
"Beaman, Caitlin E",February_2025,81003,None,84,84,0,6.14,0.07309524,4.32,1.82,40.36,0,0,0,7,7,7,37.5,0.55357143
"Beaman, Caitlin E",February_2025,87426,None,"1,125","1,050",75,350.35,0.31142222,307.83,42.52,734.57,0,0,0,15,15,15,40.08,0.96437333
"Beaman, Caitlin E",February_2025,87804,None,720,680,40,298.16,0.41411111,255.62,42.54,224.94,0,0,0,18,18,36,196.9,0.72652778
"Beaman, Caitlin E",February_2025,87807,None,25,25,0,0,0,0,0,0,0,0,0,1,1,1,25,0
"Beaman, Caitlin E",February_2025,87811,None,225,225,0,0,0,0,0,0,0,0,0,3,3,3,225,0
"Beaman, Caitlin E",February_2025,87880,None,224,224,0,71.95,0.32120536,62.03,9.92,164.21,0,0,0,7,7,7,-12.16,1.05428571
"Beaman, Caitlin E",February_2025,90471,None,84,84,0,14.1,0.16785714,14.1,0,27.9,0,0,0,2,2,2,42,0.5
"Beaman, Caitlin E",February_2025,90679,None,400,400,0,0,0,0,0,0,0,0,0,1,1,1,400,0
"Beaman, Caitlin E",February_2025,90750,None,300,300,0,332.48,1.10826667,237.48,95,62.52,0,0,0,1,2,2,-95,1.31666667
"Beaman, Caitlin E",February_2025,92250,None,0,0,0,36.82,,36.82,0,79.18,0,0,0,0,0,0,-116,
"Beaman, Caitlin E",February_2025,92551,None,0,0,0,11.02,,11.02,0,8.98,0,0,0,0,0,0,-20,
"Beaman, Caitlin E",February_2025,93000,None,0,0,0,11.74,,11.74,0,42.29,0,0,0,0,0,0,-54.03,
"Beaman, Caitlin E",February_2025,96127,None,"3,055","3,042",13,903.73,0.29581997,802,101.73,"1,774.1",0.06,5.5,0,221,236,236,371.61,0.87836007
"Beaman, Caitlin E",February_2025,96160,None,200,200,0,150,0.75,150,0,50,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2025,99173,None,0,0,0,2.67,,2.67,0,17.33,0,0,0,0,0,0,-20,
"Beaman, Caitlin E",February_2025,99203,None,651,651,0,73.91,0.11353303,73.91,0,118.09,0,0,0,3,3,3,459,0.29493088
"Beaman, Caitlin E",February_2025,99204,None,330,330,0,385.42,1.16793939,357.9,27.52,604.58,0,0,0,1,1,1,-660,3
"Beaman, Caitlin E",February_2025,99213,None,"3,087","3,087",0,647.85,0.20986395,343.05,304.8,451.45,0,0,0,21,21,21,"1,987.7",0.35610625
"Beaman, Caitlin E",February_2025,99214,None,"68,750","68,500",250,"25,060.47",0.36451593,"17,590.27","7,470.2","33,100.35",1.99,132.75,0,258,275,275,"10,454.44",0.84793542
"Beaman, Caitlin E",February_2025,99215,None,876,876,0,188.57,0.21526256,188.57,0,262.62,0,0,0,3,3,3,424.81,0.51505708
"Beaman, Caitlin E",February_2025,99385,None,723,723,0,115.22,0.15936376,115.22,0,125.78,0,0,0,3,3,3,482,0.33333333
"Beaman, Caitlin E",February_2025,99386,None,544,544,0,101.37,0.18634191,101.37,0,170.63,0,0,0,2,2,2,272,0.5
"Beaman, Caitlin E",February_2025,99394,None,0,0,0,112.24,,112.24,0,73.76,0,0,0,0,0,0,-186,
"Beaman, Caitlin E",February_2025,99395,None,"3,502","3,502",0,"1,527.52",0.43618504,"1,527.52",0,"1,562.48",0,0,0,17,17,17,412,0.88235294
"Beaman, Caitlin E",February_2025,99396,None,"4,294","4,294",0,"2,640.81",0.615,"2,580.81",60,"2,617.19",0,0,0,19,19,19,-964,1.2244993
"Beaman, Caitlin E",February_2025,99397,None,0,0,0,221.91,,221.91,0,290.09,0,0,0,0,0,0,-512,
"Beaman, Caitlin E",February_2025,99406,None,30,30,0,13.53,0.451,13.53,0,16.47,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2025,99439,None,"1,040","1,040",0,468.07,0.45006731,463.07,5,704.38,0,0,0,12,12,13,-132.45,1.12735577
"Beaman, Caitlin E",February_2025,99454,None,0,0,0,81.57,,81.57,0,49.14,0,0,0,0,0,0,-130.71,
"Beaman, Caitlin E",February_2025,99457,None,0,0,0,134.13,,134.13,0,31.05,0,0,0,0,0,0,-165.18,
"Beaman, Caitlin E",February_2025,99490,None,"5,440","5,440",0,"2,595.76",0.47716176,"2,494.34",101.42,"2,199.07",0,0,0,64,64,64,645.17,0.88140257
"Beaman, Caitlin E",February_2025,99496,None,0,0,0,456.68,,456.68,0,477.32,0,0,0,0,0,0,-934,
"Beaman, Caitlin E",February_2025,COLF,None,0,0,0,48.52,,0,48.52,0,0,0,0,0,0,0,-48.52,
"Beaman, Caitlin E",February_2025,Forms,None,40,40,0,40,1,0,40,0,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2025,G0136,None,160,160,0,15.29,0.0955625,15.29,0,64.71,0,0,0,4,4,4,80,0.5
"Beaman, Caitlin E",February_2025,G0438,None,346,346,0,0,0,0,0,0,0,0,0,1,1,1,346,0
"Beaman, Caitlin E",February_2025,G0439,None,708,708,0,208.66,0.29471751,208.66,0,263.34,0,0,0,3,3,3,236,0.66666667
"Beaman, Caitlin E",February_2025,G0444,None,148,148,0,28.31,0.19128378,28.31,0,45.69,0,0,0,4,4,4,74,0.5
"Beaman, Caitlin E",February_2025,G2211,None,"2,070","2,070",0,563.14,0.27204831,518.41,44.73,768.88,0,0,0,67,69,69,737.98,0.64348792
"Beaman, Caitlin E",February_2025,G8399,None,0,0,0,0,,0,0,0,0,0,0,28,30,30,0,
