 Appointment / Servicing Provider,Month,CPT Code,None,Billed Charge,Payer Charge,Self Charge,Payment,Payments %,Payer Payment,Patient Payment,Contractual Adjustment,Payer Withheld,Writeoff Adjustment,Refund,Patient Count,Claim Count,Units,Change in A/R,Collection %
"Beaman, Caitlin E",February_2022,G9900,None,0,0,0,0,,0,0,0,0,0,0,5,5,5,0,
"Beaman, Caitlin E",February_2022,G9902,None,0,0,0,0,,0,0,0,0,0,0,24,25,25,0,
"Beaman, Caitlin E",February_2022,G9903,None,0,0,0,0,,0,0,0,0,0,0,255,273,274,0,
"Beaman, Caitlin E",February_2022,G9905,None,0,0,0,0,,0,0,0,0,0,0,1,2,2,0,
"Beaman, Caitlin E",February_2022,G9906,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2022,G9908,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",February_2022,INTAT,None,0,0,0,0.03,,0.03,0,0,0,0,0,0,0,0,-0.03,
"Beaman, Caitlin E",February_2022,INTBL,None,0,0,0,0.01,,0.01,0,0,0,0,0,0,0,0,-0.01,
"Beaman, Caitlin E",February_2022,J1050,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",March_2022,0011A,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",March_2022,1036F,None,0,0,0,0,,0,0,0,0,0,0,283,308,308,0,
"Beaman, Caitlin E",March_2022,1100F,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",March_2022,1101F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",March_2022,1111F,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",March_2022,1123F,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",March_2022,1124F,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",March_2022,1125F,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",March_2022,1126F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",March_2022,1158F,None,0,0,0,0,,0,0,0,0,0,0,5,5,5,0,
"Beaman, Caitlin E",March_2022,1160F,None,0,0,0,0,,0,0,0,0,0,0,5,5,5,0,
"Beaman, Caitlin E",March_2022,1170F,None,0,0,0,0,,0,0,0,0,0,0,5,5,5,0,
"Beaman, Caitlin E",March_2022,2022F,None,0,0,0,0,,0,0,0,0,0,0,6,7,7,0,
"Beaman, Caitlin E",March_2022,3017F,None,0,0,0,0,,0,0,0,0,0,0,31,32,32,0,
"Beaman, Caitlin E",March_2022,3044F,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",March_2022,3046F,None,0,0,0,0,,0,0,0,0,0,0,2,3,3,0,
"Beaman, Caitlin E",March_2022,3051F,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",March_2022,3052F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",March_2022,3288F,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",March_2022,4040F,None,0,0,0,0,,0,0,0,0,0,0,16,16,16,0,
"Beaman, Caitlin E",March_2022,69210,None,0,0,0,40.81,,40.81,0,0,0,0,0,0,0,0,-40.81,
"Beaman, Caitlin E",March_2022,81003,None,108,108,0,21.8,0.20185185,17.7,4.1,100.89,0,0,0,9,9,9,-14.69,1.13601852
"Beaman, Caitlin E",March_2022,81025,None,40,40,0,5.17,0.12925,5.17,0,14.83,0,0,0,2,2,2,20,0.5
"Beaman, Caitlin E",March_2022,82962,None,10,10,0,0,0,0,0,8.03,0,0,0,1,1,1,1.97,0.803
"Beaman, Caitlin E",March_2022,83036,None,70,70,0,9.71,0.13871429,9.71,0,25.29,0,0,0,2,2,2,35,0.5
"Beaman, Caitlin E",March_2022,87426,None,1050,1050,0,707.09,0.67341905,707.09,0,974,0,325,0,14,14,14,-956.09,1.9105619
"Beaman, Caitlin E",March_2022,87804,None,480,480,0,457.36,0.95283333,402.78,54.58,293.68,0,64.94,0,12,12,24,-335.98,1.69995833
"Beaman, Caitlin E",March_2022,87811,None,0,0,0,425,,425,0,0,0,675,0,0,0,0,-1100,
"Beaman, Caitlin E",March_2022,87880,None,192,192,0,77.99,0.40619792,53.73,24.26,106.27,0,19.84,0,6,6,6,-12.1,1.06302083
"Beaman, Caitlin E",March_2022,90471,None,84,84,0,28.28,0.33666667,28.28,0,69.82,0,0,0,2,2,2,-14.1,1.16785714
"Beaman, Caitlin E",March_2022,90662,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",March_2022,90688,None,60,60,0,39.91,0.66516667,39.91,0,41.25,0,0,0,2,2,2,-21.16,1.35266667
"Beaman, Caitlin E",March_2022,92551,None,0,0,0,9.92,,9.92,0,10.08,0,0,0,0,0,0,-20,
"Beaman, Caitlin E",March_2022,93000,None,35,35,0,14.43,0.41228571,14.43,0,43.31,0,0,0,1,1,1,-22.74,1.64971429
"Beaman, Caitlin E",March_2022,94010,None,219,219,0,96.94,0.4426484,66.82,30.12,118.77,0,0,0,3,3,3,3.29,0.98497717
"Beaman, Caitlin E",March_2022,96160,None,200,200,0,150,0.75,150,0,50,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",March_2022,99072,None,135,135,0,0,0,0,0,330,0,120,0,9,9,9,-315,3.33333333
"Beaman, Caitlin E",March_2022,99173,None,20,20,0,0,0,0,0,20,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",March_2022,99202,None,0,0,0,0,,0,0,0,0,906,0,0,0,0,-906,
"Beaman, Caitlin E",March_2022,99203,None,5208,5208,0,2617.3,0.50255376,1857.48,759.82,3755.76,0,217,0,24,24,24,-1382.06,1.2653725
"Beaman, Caitlin E",March_2022,99204,None,1320,1320,0,756.17,0.57285606,431.17,325,1077.29,0,0,0,4,4,4,-513.46,1.38898485
